301,4,16,S,6,40.4,
302,4,16,W,8,-34.6,
303,4,16,N,5,-8.6,
304,4,17,E,21,-29.1,
305,4,17,S,10,23.1,
306,4,17,W,46,-4.9,
307,4,17,N,45,10.9,
308,4,18,E,60,-9.2,
309,4,18,S,13,-30,
310,4,18,W,72,27.5,
311,4,18,N,42,12.4,
312,4,19,E,56,-6.3,
313,4,19,S,77,8.2,
314,4,19,W,16,39.1,
315,4,19,N,43,-41,
316,4,20,E,28,11.8,-20
317,4,20,S,25,-33.5,
318,4,20,W,26,-3.1,
319,4,20,N,32,24.8,
320,5,1,E,61,4.9,
321,5,1,S,67,19.1,-20
322,5,1,W,80,-5.2,
323,5,1,N,40,-18.8,
324,5,2,E,30,31.5,
325,5,2,S,29,-8.4,
326,5,2,W,36,-26.7,
327,5,2,N,32,3.6,
328,5,3,E,16,27,
329,5,3,S,12,-41.3,
330,5,3,W,10,-0.2,
331,5,3,N,9,14.5,
332,5,4,E,79,-11.8,
333,5,4,S,72,1.3,
334,5,4,W,21,41.3,
335,5,4,N,74,-30.8,
336,5,5,E,14,-37.7,
337,5,5,S,25,11.2,
338,5,5,W,50,32.1,
339,5,5,N,49,-5.6,
340,5,6,E,5,9.2,
341,5,6,S,70,22.9,
342,5,6,W,34,-24.4,
343,5,6,N,69,-30,
344,5,7,E,26,-1.9,
345,5,7,S,43,-12.1,
346,5,7,W,75,-26.4,
347,5,7,N,2,40.4,
348,5,8,E,22,10,
349,5,8,S,63,-23.4,
350,5,8,W,55,-8.7,
351,5,8,N,6,22.1,
352,5,9,E,62,25.3,
353,5,9,S,78,-28.6,
354,5,9,W,28,-7.1,
355,5,9,N,18,10.4,
356,5,10,E,66,3.9,
357,5,10,S,44,23.4,
358,5,10,W,37,-7,
359,5,10,N,56,-20.3,
360,5,11,E,71,32.6,
361,5,11,S,45,-26.5,
362,5,11,W,23,-14.1,-20
363,5,11,N,68,8,
364,5,12,E,51,27.6,
365,5,12,S,65,-9.4,
366,5,12,W,48,8.2,
367,5,12,N,3,-26.4,
368,5,13,E,57,3.9,
369,5,13,S,15,-10.3,
370,5,13,W,27,-22.1,
371,5,13,N,53,28.5,
372,5,14,E,64,-29.3,
373,5,14,S,46,43.8,
374,5,14,W,17,-0.7,
375,5,14,N,76,-13.8,-20
376,5,15,E,8,24.3,
377,5,15,S,58,-3.5,
378,5,15,W,38,8.5,
379,5,15,N,42,-29.3,
380,5,16,E,54,8.8,
381,5,16,S,59,33.5,
382,5,16,W,52,-30.1,
383,5,16,N,1,-12.2,
384,5,17,E,31,46.6,
385,5,17,S,4,12.3,
386,5,17,W,13,-30,
387,5,17,N,39,-34.8,
388,5,18,E,7,24.5,
389,5,18,S,35,-1.5,
390,5,18,W,77,11.6,
391,5,18,N,73,-34.6,-20
392,5,19,E,19,-8.8,
393,5,19,S,33,33,
394,5,19,W,11,-38.6,
395,5,19,N,24,14.4,
396,5,20,E,60,-28.4,-20
397,5,20,S,47,23.1,
398,5,20,W,20,-5.6,
399,5,20,N,41,10.9,
400,6,1,E,54,24.4,
401,6,1,S,51,-4,
402,6,1,W,68,12.9,
403,6,1,N,6,-33.3,
404,6,2,E,9,1.9,
405,6,2,S,58,-16.5,
406,6,2,W,66,-30.8,
407,6,2,N,25,45.4,
408,6,3,E,3,-14.6,
409,6,3,S,43,20.9,
410,6,3,W,70,-45.9,
411,6,3,N,64,39.6,
412,6,4,E,28,22.5,
413,6,4,S,53,-24.4,
414,6,4,W,17,8.4,
415,6,4,N,52,-6.5,
416,6,5,E,16,-6.7,
417,6,5,S,2,22.4,
418,6,5,W,7,4.5,
419,6,5,N,34,-20.2,
420,6,6,E,65,-26.4,
421,6,6,S,31,24.2,
422,6,6,W,41,-10.6,
423,6,6,N,21,12.8,
424,6,7,E,4,-13.3,
425,6,7,S,62,30.8,
426,6,7,W,55,-27.9,
427,6,7,N,57,10.4,
428,6,8,E,38,22.5,
429,6,8,S,40,-2.4,
430,6,8,W,76,-29.6,
431,6,8,N,10,9.5,
432,6,9,E,23,-16.3,
433,6,9,S,50,4,
434,6,9,W,63,18.5,
435,6,9,N,44,-6.2,
436,6,10,E,15,-29.8,
437,6,10,S,13,-30,
438,6,10,W,19,6.5,
439,6,10,N,12,-13.2,
440,6,11,E,33,-10.7,
441,6,11,S,32,22.5,
442,6,11,W,39,10.8,
443,6,11,N,35,-22.6,
444,6,12,E,29,-9.3,
445,6,12,S,46,-36.5,
446,6,12,W,78,16.1,
447,6,12,N,5,29.7,
448,6,13,E,1,12.4,
449,6,13,S,11,-37,-20
450,6,13,W,45,-0.2,
451,6,13,N,61,24.8,
452,6,14,E,77,23.3,
453,6,14,S,75,-7.8,
454,6,14,W,42,5.7,
455,6,14,N,24,-21.2,
456,6,15,E,30,44.6,
457,6,15,S,56,-14,
458,6,15,W,18,-31.4,
459,6,15,N,60,0.8,
460,6,16,E,26,-19.8,
461,6,16,S,74,-6.7,
462,6,16,W,71,4.9,
463,6,16,N,48,21.6,
464,6,17,E,27,-18.1,
465,6,17,S,36,18.8,
466,6,17,W,22,-7.8,
467,6,17,N,14,7.1,
468,6,18,E,20,25.8,
469,6,18,S,49,-7.7,
470,6,18,W,67,3.6,
471,6,18,N,79,-21.7,
472,6,19,E,59,-34.6,
473,6,19,S,69,-30,
474,6,19,W,80,-21.9,
475,6,19,N,47,44.7,
476,6,20,E,72,-34.6,
477,6,20,S,37,-0.1,
478,6,20,W,73,23.5,
479,6,20,N,8,11.2,
480,7,1,E,32,-7,
481,7,1,S,57,-23.6,
482,7,1,W,21,6.3,
483,7,1,N,56,24.3,
484,7,2,E,34,33.5,
485,7,2,S,22,3.8,
486,7,2,W,64,-25,
487,7,2,N,60,-12.3,
488,7,3,E,73,-35.9,
489,7,3,S,4,30.7,
490,7,3,W,51,14.7,
491,7,3,N,63,-9.5,
492,7,4,E,80,-6.7,
493,7,4,S,18,32.5,
494,7,4,W,31,13.8,
495,7,4,N,26,-39.6,
496,7,5,E,46,-5.5,
497,7,5,S,41,6.9,
498,7,5,W,79,18.5,
499,7,5,N,28,-19.9,
500,7,6,E,19,-9.9,
501,7,6,S,17,1.7,
502,7,6,W,23,35,
503,7,6,N,16,-26.8,
504,7,7,E,66,-37.7,
505,7,7,S,61,-22.6,
506,7,7,W,8,45.1,
507,7,7,N,59,15.2,
508,7,8,E,37,13.3,
509,7,8,S,39,-12.8,
510,7,8,W,3,-25.5,
511,7,8,N,36,25,
512,7,9,E,49,6.9,
513,7,9,S,5,24.8,
514,7,9,W,65,-25.1,
515,7,9,N,15,-6.6,
516,7,10,E,68,-6.4,-20
517,7,10,S,74,20.1,
518,7,10,W,7,9.1,
519,7,10,N,47,-22.8,
520,7,11,E,40,11.2,
521,7,11,S,14,32.5,
522,7,11,W,2,-34.5,
523,7,11,N,44,-9.2,
524,7,12,E,11,-22.5,
525,7,12,S,6,-11.5,
526,7,12,W,38,33,
527,7,12,N,20,1,
528,7,13,E,10,25.7,
529,7,13,S,55,-27.8,
530,7,13,W,58,15.2,
531,7,13,N,72,-13.1,
532,7,14,E,67,8.7,
533,7,14,S,27,-9.9,
534,7,14,W,54,-32.4,
535,7,14,N,48,33.6,
536,7,15,E,77,-28.8,
537,7,15,S,76,27.2,
538,7,15,W,1,-5.6,
539,7,15,N,12,7.2,
540,7,16,E,69,-30,
541,7,16,S,45,23.5,
542,7,16,W,25,5.9,
543,7,16,N,35,-5.7,
544,7,17,E,52,9.7,
545,7,17,S,30,-25.8,
546,7,17,W,75,-5.2,
547,7,17,N,78,21.3,
548,7,18,E,43,33.9,
549,7,18,S,53,-36.3,
550,7,18,W,24,8.2,
551,7,18,N,71,-5.8,
552,7,19,E,29,25.9,
553,7,19,S,70,-30.9,
554,7,19,W,62,13.5,
555,7,19,N,13,-30,
556,7,20,E,50,13.2,
557,7,20,S,42,-34.7,
558,7,20,W,9,-9.1,
559,7,20,N,33,30.6,
560,8,1,E,48,-9,
561,8,1,S,8,-37.5,
562,8,1,W,69,-30,
563,8,1,N,75,16,
564,8,2,E,39,-9.6,
565,8,2,S,21,9.2,
566,8,2,W,12,33.8,
567,8,2,N,7,-33.4,
568,8,3,E,32,4.8,
569,8,3,S,19,46.3,
570,8,3,W,1,-33.8,
571,8,3,N,27,-17.3,
